entry_time_gmt,side,leg,vol_score,pnl_pips,outcome,proba_tp_logit
2024-08-14 14:30:00,long,TP2@L1_mid,1.0973824934511336,-22.795913122222178,SL,0.7205882352941176
2024-08-16 14:14:00,short,TP2@L1_mid,0.7,3.001417035681797,TP,0.7205882352941176
2024-08-21 14:10:00,short,TP2@L1_mid,0.7,-16.492248918187347,SL,0.7205882352941176
2024-08-21 14:28:00,long,TP2@L1_mid,0.7,-12.307751081817031,SL,0.7205882352941176
2024-08-30 14:53:00,long,TP2@L1_mid,0.9895350829669747,-19.03080158351278,SL,0.7205882352941176
2024-09-02 14:58:00,long,TP2@L1_mid,0.8583304466225258,-6.773339645416154,SL,0.7205882352941176
2024-09-05 18:50:00,long,TP2@L1_mid,1.1788648241876996,5.030214087229368,TP,0.7205882352941176
2024-09-09 16:21:00,short,TP2@L1_mid,1.2767150392830924,6.418659528171222,TP,0.7205882352941176
2024-09-11 14:18:00,short,TP2@L1_mid,1.1616015433950533,7.507258216306045,TP,0.7205882352941176
2024-09-12 14:23:00,long,TP2@L1_mid,0.7807351075581799,5.786147782000928,TP,0.7205882352941176
2024-09-13 14:53:00,short,TP2@L1_mid,0.7,3.8144888400970522,TP,0.7205882352941176
2024-09-16 15:16:00,short,TP2@L1_mid,1.2809023967110755,-12.199191175359392,SL,0.7205882352941176
2024-09-18 14:16:00,short,TP2@L1_mid,0.7,4.53200462854797,TP,0.7205882352941176
2024-09-20 15:44:00,short,TP2@L1_mid,0.7124374674836284,-11.472762266668823,SL,0.7205882352941176
2024-09-25 14:06:00,short,TP2@L1_mid,0.7823915077902747,4.404207467372245,TP,0.7205882352941176
2024-09-26 14:05:00,short,TP2@L1_mid,0.9197418498613871,-28.77138106025967,SL,0.7205882352941176
2024-10-02 14:13:00,short,TP2@L1_mid,0.7,6.10704630925385,TP,0.7205882352941176
2024-10-03 14:10:00,short,TP2@L1_mid,0.7,3.171566949013993,TP,0.7205882352941176
2024-10-07 14:01:00,long,TP2@L1_mid,0.7,2.469080042939442,TP,0.7205882352941176
2024-10-07 18:53:00,short,TP2@L1_mid,0.7,-11.009080042940766,SL,0.7205882352941176
2024-10-09 14:32:00,short,TP2@L1_mid,0.7,3.335973331293207,TP,0.7205882352941176
2024-10-10 14:23:00,short,TP2@L1_mid,0.9553478710372951,5.8295556208287636,TP,0.7205882352941176
