date_us_open,tag,side,entry_time,entry,tp,sl,exit_time,exit,reason,pips
2025-07-08,base,long,2025-07-08 17:43:00+00:00,1.17223,1.17335,1.17146,2025-07-08 21:04:00+00:00,1.17136,SL,-8.7
2025-07-08,base,long,2025-07-08 21:05:00+00:00,1.17224,1.17335,1.17146,2025-07-08 21:05:00+00:00,1.17136,SL,-8.8
2025-07-08,base,short,2025-07-09 11:53:00+00:00,1.16969,1.168646,1.170535,2025-07-09 12:17:00+00:00,1.170635,SL,-9.45
2025-07-08,base,long,2025-07-09 13:16:00+00:00,1.17229,1.17335,1.17146,2025-07-09 13:20:00+00:00,1.17136,SL,-9.3
2025-07-10,base,short,2025-07-11 00:08:00+00:00,1.16883,1.168237,1.169776,2025-07-11 00:19:00+00:00,1.168237,TP,5.93
2025-07-10,reentry,short,2025-07-11 00:21:00+00:00,1.16758,1.166925,1.169348,2025-07-11 00:34:00+00:00,1.166925,TP,6.55
2025-07-11,base,short,2025-07-14 08:37:00+00:00,1.1682,1.166896,1.169164,2025-07-14 09:58:00+00:00,1.169264,SL,-10.64
2025-07-14,base,short,2025-07-14 15:54:00+00:00,1.16697,1.16694,1.167732,2025-07-14 15:54:00+00:00,1.167832,SL,-8.62
2025-07-14,base,short,2025-07-15 11:22:00+00:00,1.16717,1.16694,1.167732,2025-07-15 11:44:00+00:00,1.16694,TP,2.3
2025-07-14,reentry,short,2025-07-15 12:07:00+00:00,1.16659,1.166168,1.167512,2025-07-15 12:30:00+00:00,1.167612,SL,-10.22
2025-07-14,base,long,2025-07-15 12:34:00+00:00,1.16899,1.168964,1.168172,2025-07-15 12:34:00+00:00,1.168072,SL_samebar,-9.18
2025-07-16,base,short,2025-07-16 14:48:00+00:00,1.15682,1.155891,1.157673,2025-07-16 14:54:00+00:00,1.157773,SL,-9.53
2025-07-16,base,long,2025-07-16 14:56:00+00:00,1.15995,1.160445,1.158663,2025-07-16 14:56:00+00:00,1.158563,SL_samebar,-13.87
2025-07-16,base,short,2025-07-17 12:30:00+00:00,1.15637,1.155891,1.157673,2025-07-17 12:30:00+00:00,1.157773,SL_samebar,-14.03
2025-07-18,base,long,2025-07-18 14:02:00+00:00,1.16662,1.167279,1.165885,2025-07-18 14:11:00+00:00,1.165785,SL,-8.35
2025-07-18,base,short,2025-07-21 08:53:00+00:00,1.16427,1.163751,1.165145,2025-07-21 10:11:00+00:00,1.163751,TP,5.19
2025-07-18,reentry,short,2025-07-21 10:15:00+00:00,1.1634,1.162526,1.164775,2025-07-21 11:03:00+00:00,1.164875,SL,-14.75
2025-07-18,base,long,2025-07-21 13:49:00+00:00,1.16658,1.167279,1.165885,2025-07-21 13:59:00+00:00,1.16658,Time,-0.0
2025-07-23,base,long,2025-07-23 14:53:00+00:00,1.17341,1.174213,1.172674,2025-07-23 15:16:00+00:00,1.174213,TP,8.03
2025-07-23,base,long,2025-07-23 15:54:00+00:00,1.17357,1.174213,1.172674,2025-07-23 15:54:00+00:00,1.172574,SL,-9.96
2025-07-24,base,long,2025-07-24 14:02:00+00:00,1.1782,1.17881,1.176956,2025-07-24 14:07:00+00:00,1.17881,TP,6.1
2025-07-24,base,long,2025-07-24 17:45:00+00:00,1.17781,1.17881,1.176956,2025-07-24 17:59:00+00:00,1.176856,SL,-9.54
2025-07-24,base,short,2025-07-25 07:20:00+00:00,1.17506,1.174072,1.175926,2025-07-25 09:03:00+00:00,1.174072,TP,9.88
2025-07-24,reentry,short,2025-07-25 09:06:00+00:00,1.17372,1.172533,1.175411,2025-07-25 10:51:00+00:00,1.172533,TP,11.87
2025-07-25,base,long,2025-07-25 15:10:00+00:00,1.17319,1.174289,1.172361,2025-07-25 16:08:00+00:00,1.172261,SL,-9.29
2025-07-28,base,short,2025-07-28 14:53:00+00:00,1.16363,1.162918,1.16444,2025-07-28 15:10:00+00:00,1.162918,TP,7.12
2025-07-28,reentry,short,2025-07-28 15:11:00+00:00,1.16255,1.161543,1.164092,2025-07-28 15:41:00+00:00,1.161543,TP,10.07
2025-07-29,base,long,2025-07-29 17:17:00+00:00,1.15591,1.157515,1.154504,2025-07-29 17:56:00+00:00,1.154404,SL,-15.06
2025-07-29,base,long,2025-07-30 08:24:00+00:00,1.15553,1.157515,1.154504,2025-07-30 09:52:00+00:00,1.154404,SL,-11.26
2025-07-30,base,long,2025-07-30 18:04:00+00:00,1.14889,1.14959,1.148188,2025-07-30 18:05:00+00:00,1.148088,SL,-8.02
2025-07-30,base,long,2025-07-30 18:07:00+00:00,1.14895,1.14959,1.148188,2025-07-30 18:10:00+00:00,1.14959,TP,6.4
2025-07-30,base,long,2025-07-30 18:34:00+00:00,1.14922,1.14959,1.148188,2025-07-30 18:34:00+00:00,1.148088,SL_samebar,-11.32
2025-07-30,base,short,2025-07-30 18:40:00+00:00,1.14667,1.146147,1.147548,2025-07-30 18:42:00+00:00,1.146147,TP,5.23
2025-07-30,reentry,short,2025-07-30 18:44:00+00:00,1.1458,1.144865,1.147228,2025-07-30 18:49:00+00:00,1.144865,TP,9.35
2025-07-31,base,short,2025-08-01 01:41:00+00:00,1.14095,1.140728,1.141511,2025-08-01 01:47:00+00:00,1.140728,TP,2.22
2025-07-31,reentry,short,2025-08-01 09:22:00+00:00,1.1402,1.139962,1.141293,2025-08-01 09:44:00+00:00,1.139962,TP,2.38
2025-07-31,base,short,2025-08-01 10:58:00+00:00,1.14098,1.140728,1.141511,2025-08-01 11:08:00+00:00,1.141611,SL,-6.31
2025-07-31,base,short,2025-08-01 11:32:00+00:00,1.14097,1.140728,1.141511,2025-08-01 11:53:00+00:00,1.140728,TP,2.42
